text,label,text_length,is_long,sample_id,rewritten_review
"Three zany couples, all SIX OF A KIND, become entangled in a madcap search for stolen bank loot.<br /><br />This is a lively, hilarious comedy, with the six stars - Charlie Ruggles & Mary Boland, W. C. Fields & Alison Skipworth, George Burns & Gracie Allen - all heartily engaged in doing what they did best: getting laughs.<br /><br />Ruggles & Boland make another of their film appearances as husband & wife - this time rather more amorous than usual. They were a perfect team - she the strident lioness, he the nervous rabbit - and they dominate most of the screen time here. From beginning to end, they are a delight.<br /><br />Burns & Allen continue the patter they originated in Vaudeville, perfected on radio & would eventually take to television, with George the perpetual straight man & Gracie the eternal fool. At times in the film she tends to go a bit over the top, but it's difficult to dislike her. Her heart was obviously made of solid gold.<br /><br />While Skipworth is given rather short shrift - only fragments of her formidable personality flash through - Fields is in his element as the disreputable sheriff of Nuggetville, Nevada. Whether explaining how he got the nickname Honest John' or skulking about at night looking for the missing moola, he is never less than wonderful. Best of all, he gets to perform his entire classic pool routine, preserving it forever for a grateful posterity. Finally, he executes the near miraculous - he gets Gracie to shut up.<br /><br />Paramount was so pleased with the success of SIX OF A KIND that they wanted to hurry the principle players into another comedy. Only Fields demurred. He felt he had now arrived at the point where he no longer needed to share a movie with other celebrity comics. The Studio finally agreed and began preparation of Fields' first solo starring feature, YOU'RE TELLING ME (1934).",1,1871,True,43106,"Three zany couples, all SIX OF A KIND, become entangled in a madcap search for stolen bank loot. This lively, hilarious comedy features the six stars - Charlie Ruggles & Mary Boland, W. C. Fields & Alison Skipworth, George Burns & Gracie Allen - all expertly getting laughs.

Ruggles & Boland appear again as an amorous husband & wife duo. She plays the strident lioness, he the nervous rabbit, and they are delightful throughout the film.

Burns & Allen bring their Vaudeville patter, with George as the straight man and Gracie as the fool. Gracie’s performance can go over the top, but her golden heart shines through.

Skipworth is somewhat underused, but Fields shines as the disreputable sheriff of Nuggetville, Nevada. He is wonderful throughout, especially in his classic pool routine, and even manages to get Gracie to quiet down.

Paramount wanted another comedy with the same stars, but Fields felt ready for a solo feature. This led to the preparation of his first starring feature, YOU'RE TELLING ME (1934)."
"Once again, we are fortunate to see a gorgeous opening scene where the artists' work has been fully restored and we see this old-time grocery store on a street corner with the snow gently falling. Inside are the rich colors of all the merchandise, from produce to canned and boxed goods to medicine to candy, etc.<br /><br />In essence, this is a story of those goods ""coming to life,"" such as the animals on the labels of items, or a pie, or even a pack of cigarettes.<br /><br />The whole ""show"" is narrated by ""Jack Bunny,"" a Jack Benny impersonator, with music from conductor Leopold Stokowski, who was in so many Looney Tunes animated shorts I have lost count. A lot of the humor is topical, so it pays to know who ""Little Egypt"" and other characters. The Busby Berkeley-type ""aqua"" number with bathing suited-sardines coming out of the can, and the tomato can-can dance were both clever! <br /><br />All of the above, and more, was in the first half of this slightly longer-than-normal length cartoon. The second half was about a King Kong-type which escapes from the ""Animal Crackers"" box and terrorizes everyone. That part was not much, and ended on a somewhat stupid note. So..... an ""A"" for the first half, a ""D"" for the second, making it about a C-plus or B-minus overall.",1,1283,True,38695,"We are fortunate to see a beautifully restored opening scene of an old-time grocery store on a snowy street corner. Inside, the rich colors of the merchandise, from produce to candy, come alive. The story features goods ""coming to life,"" like animals on labels and even a pack of cigarettes. 

Narrated by ""Jack Bunny,"" a Jack Benny impersonator, with music by Leopold Stokowski, the humor is topical, referencing figures like ""Little Egypt."" Highlights include a Busby Berkeley-style ""aqua"" number with sardines and a tomato can-can dance.

The first half of this slightly longer cartoon earns an ""A"" for its creativity. However, the second half, featuring a King Kong-type creature escaping from an ""Animal Crackers"" box, falls flat, ending on a silly note, earning a ""D."" Overall, it's a C-plus or B-minus."
"Good performances can't save this terrible script, larded with every cliche in the chick-flick book. Both main characters are deeply unsympathetic, and the scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son -- which I think is supposed to be poignant -- is just horrifying.",0,330,False,6188,"Good performances can't save this terrible script, which is larded with every cliché in the chick-flick book. The film attempts to deliver a heartfelt narrative, but it falls flat due to its reliance on overused tropes that fail to bring anything fresh or engaging to the genre. Both main characters are deeply unsympathetic, making it difficult for the audience to connect with or invest in their journeys. The scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son is particularly jarring. This moment, which I think is supposed to be poignant, instead comes across as just horrifying and uncomfortable to watch. The lack of subtlety and nuance in the script results in a viewing experience that is more cringeworthy than compelling. Despite the efforts of a talented cast, the film is unable to transcend its mediocre writing and deliver a story that resonates emotionally. As a result, the movie is a disappointing addition to the genre, failing to offer anything memorable or meaningful."
"If you see this turkey listed in your TV guide, AVOID IT LIKE THE PLAGUE!!!!!!!!!!!!!!!!<br /><br />A steaming great pile of fetid dingoes kidneys doesn't begin to describe how bad this movie is! There is only one funny scene (the memory eraser scene) but even that rates only .001 on the laughometer (out of 1000). Whoever wrote this turkey should be banned from writing another movie for their entire lives.",0,409,False,1414,"If you see this turkey listed in your TV guide, AVOID IT LIKE THE PLAGUE!!!!!!!!!!!!!!!! This movie is an absolute disaster from start to finish, and a steaming great pile of fetid dingoes kidneys doesn't begin to describe how bad it truly is! The plot is nonsensical, the acting is wooden, and the special effects are laughably terrible. There is only one funny scene (the memory eraser scene) but even that is a stretch, as it rates only .001 on the laughometer (out of 1000). It's astonishing how a film can manage to be so devoid of humor, engagement, or any sort of entertainment value. Whoever wrote this turkey should be banned from writing another movie for their entire lives. It's baffling how this script ever got greenlit, and even more baffling how it attracted any talent willing to participate. It's a travesty that this film was ever made, and it stands as a testament to what happens when the wrong people are given creative control. Avoid it at all costs, unless you enjoy enduring cinematic torture."
"Best Stephen King film alongside IT, though this one is more fun than scary. <br /><br />This one's got it all: <br /><br />-a great cast with a Alice Krige and Brian Krause and a fun cameo from King himself;<br /><br />-well dosed horror in an amusing storyline;<br /><br />-great use of music, Santo & Johnny's ""Sleepwalk"" in particular;<br /><br />-likeable characters in a typical King setting: middle of nowhere village;<br /><br />-lots of humor. You can't really get good scares here because it's too much fun and over the top;<br /><br />-old but really nice makeup effects like they don't make anymore!<br /><br />A 4,5 rating: I don't get it really. When was the last time a horror film was as much fun as this one?",1,725,False,18471,"Best Stephen King film alongside IT, though this one is more fun than scary. 

This one's got it all: 

-a great cast with a Alice Krige and Brian Krause and a fun cameo from King himself; 

-well dosed horror in an amusing storyline; 

-great use of music, Santo & Johnny's ""Sleepwalk"" in particular; 

-likeable characters in a typical King setting: middle of nowhere village; 

-lots of humor. You can't really get good scares here because it's too much fun and over the top; 

-old but really nice makeup effects like they don't make anymore! 

A 4,5 rating: I don't get it really. I mean, seriously, when you think about it, this film truly showcases a unique blend of elements that are rare to find all together in one movie. The casting choices are impeccable, with Alice Krige and Brian Krause delivering standout performances that make their characters both intriguing and relatable. And, of course, Stephen King's cameo adds that extra layer of delight for King enthusiasts who always look forward to seeing him make an appearance in adaptations of his work. The balance of horror and amusement in the storyline is perfectly executed, ensuring that viewers are engaged without feeling overwhelmed by fear. 

The music, particularly Santo & Johnny's ""Sleepwalk,"" is used to great effect, creating an atmosphere that is both nostalgic and hauntingly beautiful. It's a soundtrack choice that complements the film's tone wonderfully. The setting, a typical King-style middle of nowhere village, adds to the charm, providing a backdrop that feels both familiar and unsettling. The characters are not only likeable but are also developed in a way that makes their interactions enjoyable to watch. 

Humor plays a significant role in this film, offering a refreshing take on the horror genre. The scares are present, but they're delivered with such a sense of fun and exaggeration that it's hard not to be entertained. The makeup effects, while old school, are crafted with such care and detail that they stand out as a testament to the artistry that went into making the film. It's a kind of craftsmanship that seems to have become a rarity in modern horror films, which often rely heavily on CGI. 

When was the last time a horror film was as much fun as this one? It's a question worth pondering, as this film manages to capture a sense of entertainment and enjoyment that leaves a lasting impression."
"I saw this as a kid, before it had been yanked from the rotation, and even then it left a bad taste in my mouth. There were some competently worked out gags, but making slapstick villains out of American citizens who'd been interned in camps strictly due to their race was amazingly tasteless. <br /><br />Moe himself might have wanted this one buried. He was a liberal guy. In his autobiography he told of visiting a town in the segregated South, where he saw a black man get off the sidewalk to avoid passing too close. Moe stepped into the street to show it wasn't a problem, and the man then got back on the curb. Then off again. Finally, the man told Moe nervously that if Moe didn't stop trying to share the sidewalk with him, he might get them both lynched.<br /><br />Another thing: There are exploding ostrich eggs but no oxen in the film, so the title should actually be (if anyone cares) ""The Yolk's on Me.""",0,918,False,29282,"I saw this as a kid, before it had been yanked from the rotation, and even then it left a bad taste in my mouth. There were some competently worked out gags, scenes that were meticulously planned and executed with the kind of precise timing and physical comedy that one might expect from the creators. However, the concept of making slapstick villains out of American citizens who'd been interned in camps strictly due to their race was amazingly tasteless. The insensitivity of the portrayal is striking, even if viewed through the lens of the time period in which it was produced. Moe himself might have wanted this one buried. He was a liberal guy, known for his progressive views and actions that stood in contrast to the prevailing attitudes of his era. In his autobiography, he told of a poignant incident that illustrated his character and beliefs. While visiting a town in the segregated South, Moe witnessed firsthand the harsh realities of racial segregation. He saw a black man get off the sidewalk to avoid passing too close to him. In a gesture of solidarity and defiance of the unwritten rules of Jim Crow, Moe stepped into the street to show it wasn't a problem, indicating his willingness to share the space and stand as an ally. The man, confused and caught in an untenable situation, then got back on the curb. Then off again, caught between Moe's good intentions and the oppressive social norms. Finally, the man told Moe nervously that if Moe didn't stop trying to share the sidewalk with him, he might get them both lynched. This moment encapsulates the pervasive fear and danger of the time, and Moe's reaction highlights his empathy and understanding of the situation, despite the risks involved. Another thing that stands out upon reflection: There are exploding ostrich eggs but no oxen in the film, a detail that might seem minor but further underscores the overall disjointedness and insensitivity of the piece. So, the title should actually be (if anyone cares) ""The Yolk's on Me."" This misnomer, while perhaps intended as a clever play on words, ultimately fails to capture or convey the essence of the film, adding another layer of confusion to an already problematic work."
"Well, this is probably one of the best movies I've seen and I love it so much that I've memorized most of the script (especially the scene in the storage unit when Jerry Lee breaks wind) and even with the script in my head I still like to watch it for Jerry Lee, that German Shepherd is hysterical and really is put to the test to see who's smarter. The tag line holds true as well. Not to mention the acting is great, though Christine Tucci sounds different in a whisper (Check filmography under CSI if you don't know what I mean). It's too bad that this movie only contained the single issue Dooley and Jerry Lee had to work with, it would have been pretty cool to see the tricks that Zeus and Welles had up their sleeve.",1,723,False,15177,"Well, this is probably one of the best movies I've seen, and I love it so much that I've memorized most of the script (especially the scene in the storage unit when Jerry Lee breaks wind). Even with the script in my head, I still like to watch it for Jerry Lee. That German Shepherd is hysterical and really is put to the test to see who's smarter. The tag line holds true as well, adding an extra layer of enjoyment to the whole experience. Not to mention the acting is great, though Christine Tucci sounds different in a whisper (Check filmography under CSI if you don't know what I mean). Her presence adds a unique dynamic to the film, and her voice brings something special to the character she portrays. It's too bad that this movie only contained the single issue Dooley and Jerry Lee had to work with. It would have been pretty cool to see the tricks that Zeus and Welles had up their sleeve. I can only imagine the kind of scenarios they would have gotten into and the clever solutions they might have devised. The potential for more misadventures and hilarious moments was definitely there. Overall, this film truly stands out as a masterpiece in its genre, and Jerry Lee's antics are a big part of why it's so memorable."
"Well well, at last a view of this underrated flick. But you can't find a good copy of it, terrible copy full with green drops, the editing isn't syncronized, the sound do has sometimes that terrible hiss and sometimes you even can hear the camera recording. Overall it's too dark, a waist of time you should say but it isn't. It's a bit slow, the first half part of the movie it's all talking and making love to each other. It is even still weird that the girls in movies from the 60's never wear any bra's. When they enter the sleeping room it's full glory. Anyway, banned in the UK since 84 and still on the video nasties list. The reason is simple, it's gory for their time being. It really has some nasty dismemberement's and it's creepy in some way due the fact that it is filmed handycam way. So every shot the image is moving, things they do these days with the steadycam. The Ghastly Ones could have been better if the quality of the film was better but still better then other films of the time like Schoolgirls In Chains.",0,1031,True,34304,"Finally got to see this underrated flick, but finding a good copy is impossible. The version I watched was terrible, full of green drops, unsynchronized editing, and a hissing sound where you can sometimes even hear the camera recording. The film is overall too dark, making it seem like a waste of time, yet it isn't. It's a bit slow, with the first half being all talk and love scenes. It's still odd that girls in 60s movies never wore bras, and when they enter the bedroom, it's all out there. Banned in the UK since '84 and still on the video nasties list, the reason is simple: it's gory for its time, featuring nasty dismemberments and a creepy vibe due to its handycam filming style. Every shot has the image moving, much like today's Steadicam use. The Ghastly Ones could have been better if the quality was improved, but it's still better than other films from the era like Schoolgirls in Chains."
"`Stanley and Iris' is a heart warming film about two people who find each other and help one another overcome their problems in life. Stanley's life is difficult, because he never learned to read or write. Iris is a widower with two teenage children working in a bakery where she meets Stanley. She decides to teach Stanley how to read at her home in her spare time. Over time they become romantically involved. After Stanley learns to read, he goes off to a good job in Chicago, only to return to Iris and ask her to marry him.<br /><br />It's a really good film without nudity, violence, or profanity, that which is rare in today's films. A good film all round. <br /><br />",1,676,False,12609,"""Stanley and Iris"" is a heartwarming film that tells the touching story of two individuals who find solace and strength in each other as they navigate through the challenges in their lives. The film beautifully captures the essence of human connection and the power of support and love. Stanley's life is particularly difficult because he never learned to read or write, a struggle that impacts his daily life and opportunities. On the other hand, Iris is a widower who is trying to make ends meet while raising her two teenage children. She works in a bakery, and it is there that she meets Stanley. Their paths cross at a time when they both need someone to lean on and, in each other, they find that support.

Iris, seeing Stanley's struggle, makes the compassionate decision to teach him how to read during her spare time at home. This act of kindness and patience not only helps Stanley gain a vital skill but also brings them closer together. As they spend more time together, an emotional and romantic bond develops between them, illustrating the transformative power of learning and understanding. The journey they embark on is filled with moments of growth, both personally and together, as they help each other overcome their respective hurdles.

After Stanley learns to read, he embarks on a new chapter in his life by securing a good job in Chicago. This achievement marks a significant turning point for Stanley, showcasing his newfound confidence and ability to succeed. However, despite the opportunities in Chicago, the connection he shares with Iris remains strong. Ultimately, he returns to her, realizing that his happiness and future lie with Iris. In a heartfelt conclusion, he asks her to marry him, symbolizing the deep bond they have formed and the mutual support that has brought them to this point in their lives.

It's a really good film that stands out for its absence of nudity, violence, or profanity, which is quite rare in today's cinematic landscape. The film offers a refreshing narrative that focuses on character development and meaningful relationships without resorting to sensationalism. It's a good film all around, delivering a poignant message about the importance of love, literacy, and companionship in overcoming life's challenges."
"I had the greatest enthusiasm going in to the advance screening for this movie. After all, this is one of the oldest and most complex tales known to mankind, and it was one of the first epic tales I read as a kid (even before Tolkien). I must say that IT WAS A HUGE DISAPPOINTMENT. They completely made the plot into a joke and turned the thing into one long soap opera. The elements that WERE faithful to the plot were sprinkled throughout in such a haphazard manner that the audience was laughing at many times at the silly script that just paid lip service to this battle of all battles. It was a huge disappointment to see a complex character like Achilles (who has a strange combination of nearly Matrix-like powers, utter ruthlessness and male lovers in the original poem) turn to ""Fabio on the beach"" in the guise of Pitt (who with a good script and more effort could have turned this into the most complex and original warrior figure Hollywood has ever produced). The actors were actually decent, trying to make the best of a ridiculous script. It was actually a waste of so much talent (Peter O'Toole stole the show, and Orlando Bloom and Sean Bean were pathetic). Compare it to LOTR or Gladiator and it doesn't even hold a candle to them. Plenty of hunks for the ladies to goggle over but not enough battle scenes for a movie that is about one long battle and siege. I wouldn't recommend that anyone pay to see this story dragged through the dirt like one of the characters was (at least they got that part right).",0,1524,True,12144,"I had great enthusiasm for the advance screening of this movie, as it's one of the oldest and most complex tales, and an epic I read before Tolkien. However, it was a huge disappointment. They turned the plot into a joke, making it a long soap opera. The faithful elements were so haphazardly included that the audience laughed at the silly script, which merely paid lip service to this epic battle. Achilles, a complex character with Matrix-like powers and male lovers in the original, was reduced to ""Fabio on the beach"" by Pitt, who could have created a complex warrior with a better script. The actors were decent, trying to salvage a ridiculous script. It wasted so much talent (Peter O'Toole stole the show, while Orlando Bloom and Sean Bean were pathetic). Compared to LOTR or Gladiator, it doesn't hold a candle. Plenty of hunks for the ladies, but not enough battle scenes for a movie about a long battle and siege. I wouldn't recommend anyone pay to see this story dragged through the dirt."
